NO,TYPE,DEFINE1,DEFINE2
31451,GEFKB0.5_50,,
31452,GEFKB0.5_60,,
31453,GEFKB0.5_70,,
31454,GEFKB0.5_80,,
31455,GEFKB0.5_100,,
31456,GEFKB0.8_15,,
31457,GEFKB0.8_16,,
31458,GEFKB0.8_18,,
31459,GEFKB0.8_20,,
31460,GEFKB0.8_24,,
31461,GEFKB0.8_25,,
31462,GEFKB0.8_28,,
31463,GEFKB0.8_30,,
31464,GEFKB0.8_32,,
31465,GEFKB0.8_36,,
31466,GEFKB0.8_40,,
31467,GEFKB0.8_45,,
31468,GEFKB0.8_48,,
31469,GEFKB0.8_50,,
31470,GEFKB1.0_20,,
31471,GEFKB1.0_21,,
31472,GEFKB1.0_22,,
31473,GEFKB1.0_23,,
31474,GEFKB1.0_24,,
31475,GEFKB1.0_25,,
31476,GEFKB1.0_26,,
31477,GEFKB1.0_28,,
31478,GEFKB1.0_30,,
31479,GEFKB1.0_32,,
31480,GEFKB1.0_35,,
31481,GEFKB1.0_36,,
31482,GEFKB1.0_40,,
31483,GEFKB1.0_48,,
31484,GEFKB1.0_50,,
31485,GEFKB1.0_60,,
31486,GEFKB1.0_70,,
31487,GEFKB1.0_80,,
31488,GEFKB1.0_100,,
31489,GEFKB1.0_120,,
31490,GEFKB1.5_16,,
31491,GEFKB1.5_18,,
31492,GEFKB1.5_20,,
31493,GEFKB1.5_24,,
31494,GEFKB1.5_25,,
31495,GEFKB1.5_26,,
31496,GEFKB1.5_28,,
31497,GEFKB1.5_30,,
31498,GEFKB1.5_35,,
31499,GEFKB1.5_36,,
31500,GEFKB1.5_40,,
31501,GEFKB1.5_48,,
31502,GEFKB1.5_50,,
31503,GEFKB1.5_60,,
31504,GEFKB1.5_70,,
31505,GEFKB1.5_80,,
31506,GEFKB2.0_15,,
31507,GEFKB2.0_16,,
31508,GEFKB2.0_18,,
31509,GEFKB2.0_20,,
31510,GEFKB2.0_24,,
31511,GEFKB2.0_25,,
31512,GEFKB2.0_26,,
31513,GEFKB2.0_30,,
31514,GEFKB2.0_32,,
31515,GEFKB2.0_36,,
31516,GEFKB2.0_40,,
31517,GEFKB2.0_48,,
31518,GEFKB2.0_50,,
31519,GEFKB2.0_52,,
31520,GEFKB2.0_60,,
31521,GEFKB2.5_18,,
31522,GEFKB2.5_20,,
31523,GEFKB2.5_25,,
31524,GEFKB2.5_28,,
31525,GEFKB2.5_36,,
31526,GEFKB2.5_40,,
31527,GEFKB2.5_50,,
31528,GEFKB3.0_12,,
31529,GEFKB3.0_15,,
31530,GEFKB3.0_18,,
31531,GEFKB3.0_20,,
31532,GEFKB3.0_30,,
31533,GEFKB3.0_36,,
31534,GEFKB3.0_40,,
31535,GEFKBB0.5_20,,
31536,GEFKBB0.5_24,,
31537,GEFKBB0.5_25,,
31538,GEFKBB0.5_26,,
31539,GEFKBB0.5_30,,
31540,GEFKBB0.5_32,,
31541,GEFKBB0.5_36,,
31542,GEFKBB0.5_40,,
31543,GEFKBB0.5_48,,
31544,GEFKBB0.5_50,,
31545,GEFKBB0.5_60,,
31546,GEFKBB0.5_70,,
31547,GEFKBB0.5_80,,
31548,GEFKBB0.5_100,,
31549,GEFKBB0.8_15,,
31550,GEFKBB0.8_16,,
31551,GEFKBB0.8_18,,
31552,GEFKBB0.8_20,,
31553,GEFKBB0.8_24,,
31554,GEFKBB0.8_25,,
31555,GEFKBB0.8_28,,
31556,GEFKBB0.8_30,,
31557,GEFKBB0.8_32,,
31558,GEFKBB0.8_36,,
31559,GEFKBB0.8_40,,
31560,GEFKBB0.8_45,,
31561,GEFKBB0.8_48,,
31562,GEFKBB0.8_50,,
31563,GEFKBB1.0_20,,
31564,GEFKBB1.0_21,,
31565,GEFKBB1.0_22,,
31566,GEFKBB1.0_23,,
31567,GEFKBB1.0_24,,
31568,GEFKBB1.0_25,,
31569,GEFKBB1.0_26,,
31570,GEFKBB1.0_28,,
31571,GEFKBB1.0_30,,
31572,GEFKBB1.0_32,,
31573,GEFKBB1.0_35,,
31574,GEFKBB1.0_36,,
31575,GEFKBB1.0_40,,
31576,GEFKBB1.0_48,,
31577,GEFKBB1.0_50,,
31578,GEFKBB1.0_60,,
31579,GEFKBB1.0_70,,
31580,GEFKBB1.0_80,,
31581,GEFKBB1.0_100,,
31582,GEFKBB1.0_120,,
31583,GEFKBB1.5_16,,
31584,GEFKBB1.5_18,,
31585,GEFKBB1.5_20,,
31586,GEFKBB1.5_24,,
31587,GEFKBB1.5_25,,
31588,GEFKBB1.5_26,,
31589,GEFKBB1.5_28,,
31590,GEFKBB1.5_30,,
31591,GEFKBB1.5_35,,
31592,GEFKBB1.5_36,,
31593,GEFKBB1.5_40,,
31594,GEFKBB1.5_48,,
31595,GEFKBB1.5_50,,
31596,GEFKBB1.5_60,,
31597,GEFKBB1.5_70,,
31598,GEFKBB1.5_80,,
31599,GEFKBB2.0_15,,
31600,GEFKBB2.0_16,,
31601,GEFKBB2.0_18,,
31602,GEFKBB2.0_20,,
31603,GEFKBB2.0_24,,
31604,GEFKBB2.0_25,,
31605,GEFKBB2.0_26,,
31606,GEFKBB2.0_30,,
31607,GEFKBB2.0_32,,
31608,GEFKBB2.0_36,,
31609,GEFKBB2.0_40,,
31610,GEFKBB2.0_48,,
31611,GEFKBB2.0_50,,
31612,GEFKBB2.0_52,,
31613,GEFKBB2.0_60,,
31614,GEFKBB2.5_18,,
31615,GEFKBB2.5_20,,
31616,GEFKBB2.5_25,,
31617,GEFKBB2.5_28,,
31618,GEFKBB2.5_36,,
31619,GEFKBB2.5_40,,
31620,GEFKBB2.5_50,,
31621,GEFKBB3.0_12,,
31622,GEFKBB3.0_15,,
31623,GEFKBB3.0_18,,
31624,GEFKBB3.0_20,,
31625,GEFKBB3.0_30,,
31626,GEFKBB3.0_36,,
31627,GEFKBB3.0_40,,
31628,GEFKBG0.5_20,,
31629,GEFKBG0.5_24,,
31630,GEFKBG0.5_25,,
31631,GEFKBG0.5_26,,
31632,GEFKBG0.5_30,,
31633,GEFKBG0.5_32,,
31634,GEFKBG0.5_36,,
31635,GEFKBG0.5_40,,
31636,GEFKBG0.5_48,,
31637,GEFKBG0.5_50,,
31638,GEFKBG0.5_60,,
31639,GEFKBG0.5_70,,
31640,GEFKBG0.5_80,,
31641,GEFKBG0.5_100,,
31642,GEFKBG0.8_15,,
31643,GEFKBG0.8_16,,
31644,GEFKBG0.8_18,,
31645,GEFKBG0.8_20,,
31646,GEFKBG0.8_24,,
31647,GEFKBG0.8_25,,
31648,GEFKBG0.8_28,,
31649,GEFKBG0.8_30,,
31650,GEFKBG0.8_32,,
31651,GEFKBG0.8_36,,
31652,GEFKBG0.8_40,,
31653,GEFKBG0.8_45,,
31654,GEFKBG0.8_48,,
31655,GEFKBG0.8_50,,
31656,GEFKBG1.0_20,,
31657,GEFKBG1.0_21,,
31658,GEFKBG1.0_22,,
31659,GEFKBG1.0_23,,
31660,GEFKBG1.0_24,,
31661,GEFKBG1.0_25,,
31662,GEFKBG1.0_26,,
31663,GEFKBG1.0_28,,
31664,GEFKBG1.0_30,,
31665,GEFKBG1.0_32,,
31666,GEFKBG1.0_35,,
31667,GEFKBG1.0_36,,
31668,GEFKBG1.0_40,,
31669,GEFKBG1.0_48,,
31670,GEFKBG1.0_50,,
31671,GEFKBG1.0_60,,
31672,GEFKBG1.0_70,,
31673,GEFKBG1.0_80,,
31674,GEFKBG1.0_100,,
31675,GEFKBG1.0_120,,
31676,GEFKBG1.5_16,,
31677,GEFKBG1.5_18,,
31678,GEFKBG1.5_20,,
31679,GEFKBG1.5_24,,
31680,GEFKBG1.5_25,,
31681,GEFKBG1.5_26,,
31682,GEFKBG1.5_28,,
31683,GEFKBG1.5_30,,
31684,GEFKBG1.5_35,,
31685,GEFKBG1.5_36,,
31686,GEFKBG1.5_40,,
31687,GEFKBG1.5_48,,
31688,GEFKBG1.5_50,,
31689,GEFKBG1.5_60,,
31690,GEFKBG1.5_70,,
31691,GEFKBG1.5_80,,
31692,GEFKBG2.0_15,,
31693,GEFKBG2.0_16,,
31694,GEFKBG2.0_18,,
31695,GEFKBG2.0_20,,
31696,GEFKBG2.0_24,,
31697,GEFKBG2.0_25,,
31698,GEFKBG2.0_26,,
31699,GEFKBG2.0_30,,
31700,GEFKBG2.0_32,,
31701,GEFKBG2.0_36,,
31702,GEFKBG2.0_40,,
31703,GEFKBG2.0_48,,
31704,GEFKBG2.0_50,,
31705,GEFKBG2.0_52,,
31706,GEFKBG2.0_60,,
31707,GEFKBG2.5_18,,
31708,GEFKBG2.5_20,,
31709,GEFKBG2.5_25,,
31710,GEFKBG2.5_28,,
31711,GEFKBG2.5_36,,
31712,GEFKBG2.5_40,,
31713,GEFKBG2.5_50,,
31714,GEFKBG3.0_12,,
31715,GEFKBG3.0_15,,
31716,GEFKBG3.0_18,,
31717,GEFKBG3.0_20,,
31718,GEFKBG3.0_30,,
31719,GEFKBG3.0_36,,
31720,GEFKBG3.0_40,,
31721,GEFKBS0.5_20,,
31722,GEFKBS0.5_24,,
31723,GEFKBS0.5_25,,
31724,GEFKBS0.5_26,,
31725,GEFKBS0.5_30,,
31726,GEFKBS0.5_32,,
31727,GEFKBS0.5_36,,
31728,GEFKBS0.5_40,,
31729,GEFKBS0.5_48,,
31730,GEFKBS0.5_50,,
31731,GEFKBS0.5_60,,
31732,GEFKBS0.5_70,,
31733,GEFKBS0.5_80,,
31734,GEFKBS0.5_100,,
31735,GEFKBS0.8_15,,
31736,GEFKBS0.8_16,,
31737,GEFKBS0.8_18,,
31738,GEFKBS0.8_20,,
31739,GEFKBS0.8_24,,
31740,GEFKBS0.8_25,,
31741,GEFKBS0.8_28,,
31742,GEFKBS0.8_30,,
31743,GEFKBS0.8_32,,
31744,GEFKBS0.8_36,,
31745,GEFKBS0.8_40,,
31746,GEFKBS0.8_45,,
31747,GEFKBS0.8_48,,
31748,GEFKBS0.8_50,,
31749,GEFKBS1.0_20,,
31750,GEFKBS1.0_21,,
31751,GEFKBS1.0_22,,
31752,GEFKBS1.0_23,,
31753,GEFKBS1.0_24,,
31754,GEFKBS1.0_25,,
31755,GEFKBS1.0_26,,
31756,GEFKBS1.0_28,,
31757,GEFKBS1.0_30,,
31758,GEFKBS1.0_32,,
31759,GEFKBS1.0_35,,
31760,GEFKBS1.0_36,,
31761,GEFKBS1.0_40,,
31762,GEFKBS1.0_48,,
31763,GEFKBS1.0_50,,
31764,GEFKBS1.0_60,,
31765,GEFKBS1.0_70,,
31766,GEFKBS1.0_80,,
31767,GEFKBS1.0_100,,
31768,GEFKBS1.0_120,,
31769,GEFKBS1.5_16,,
31770,GEFKBS1.5_18,,
31771,GEFKBS1.5_20,,
31772,GEFKBS1.5_24,,
31773,GEFKBS1.5_25,,
31774,GEFKBS1.5_26,,
31775,GEFKBS1.5_28,,
31776,GEFKBS1.5_30,,
31777,GEFKBS1.5_35,,
31778,GEFKBS1.5_36,,
31779,GEFKBS1.5_40,,
31780,GEFKBS1.5_48,,
31781,GEFKBS1.5_50,,
31782,GEFKBS1.5_60,,
31783,GEFKBS1.5_70,,
31784,GEFKBS1.5_80,,
31785,GEFKBS2.0_15,,
31786,GEFKBS2.0_16,,
31787,GEFKBS2.0_18,,
31788,GEFKBS2.0_20,,
31789,GEFKBS2.0_24,,
31790,GEFKBS2.0_25,,
31791,GEFKBS2.0_26,,
31792,GEFKBS2.0_30,,
31793,GEFKBS2.0_32,,
31794,GEFKBS2.0_36,,
31795,GEFKBS2.0_40,,
31796,GEFKBS2.0_48,,
31797,GEFKBS2.0_50,,
31798,GEFKBS2.0_52,,
31799,GEFKBS2.0_60,,
31800,GEFKBS2.5_18,,
31801,GEFKBS2.5_20,,
31802,GEFKBS2.5_25,,
31803,GEFKBS2.5_28,,
31804,GEFKBS2.5_36,,
31805,GEFKBS2.5_40,,
31806,GEFKBS2.5_50,,
31807,GEFKBS3.0_12,,
31808,GEFKBS3.0_15,,
31809,GEFKBS3.0_18,,
31810,GEFKBS3.0_20,,
31811,GEFKBS3.0_30,,
31812,GEFKBS3.0_36,,
31813,GEFKBS3.0_40,,
31814,GEAHBH1.0_18_8_A,,
31815,GEAHBH1.0_20_8_A,,
31816,GEAHBH1.0_22_8_A,,
31817,GEAHBH1.0_24_8_A,,
31818,GEAHBH1.0_25_8_A,,
31819,GEAHBH1.0_26_8_A,,
31820,GEAHBH1.0_28_8_A,,
31821,GEAHBH1.0_30_8_A,,
31822,GEAHBH1.0_32_8_A,,
31823,GEAHBH1.0_35_8_A,,
31824,GEAHBH1.0_36_8_A,,
31825,GEAHBH1.0_40_8_A,,
31826,GEAHBH1.0_45_8_A,,
31827,GEAHBH1.0_48_8_A,,
31828,GEAHBH1.0_50_8_A,,
31829,GEAHBH1.0_60_8_A,,
31830,GEAHBH1.0_70_8_A,,
31831,GEAHBH1.0_80_8_A,,
31832,GEAHBH1.0_100_8_A,,
31833,GEAHBH1.5_15_15_A,,
31834,GEAHBH1.5_16_15_A,,
31835,GEAHBH1.5_18_15_A,,
31836,GEAHBH1.5_20_15_A,,
31837,GEAHBH1.5_24_15_A,,
31838,GEAHBH1.5_25_15_A,,
31839,GEAHBH1.5_26_15_A,,
31840,GEAHBH1.5_28_15_A,,
31841,GEAHBH1.5_30_15_A,,
31842,GEAHBH1.5_32_15_A,,
31843,GEAHBH1.5_35_15_A,,
31844,GEAHBH1.5_36_15_A,,
31845,GEAHBH1.5_40_15_A,,
31846,GEAHBH1.5_45_15_A,,
31847,GEAHBH1.5_48_15_A,,
31848,GEAHBH1.5_50_15_A,,
31849,GEAHBH1.5_60_15_A,,
31850,GEAHBH1.5_70_15_A,,
31851,GEAHBH2.0_15_20_A,,
31852,GEAHBH2.0_16_20_A,,
31853,GEAHBH2.0_18_20_A,,
31854,GEAHBH2.0_20_20_A,,
31855,GEAHBH2.0_22_20_A,,
31856,GEAHBH2.0_24_20_A,,
31857,GEAHBH2.0_25_20_A,,
31858,GEAHBH2.0_28_20_A,,
31859,GEAHBH2.0_30_20_A,,
31860,GEAHBH2.0_32_20_A,,
31861,GEAHBH2.0_36_20_A,,
31862,GEAHBH2.0_40_20_A,,
31863,GEAHBH2.0_45_20_A,,
31864,GEAHBH2.0_48_20_A,,
31865,GEAHBH2.0_50_20_A,,
31866,GEAHBH2.0_60_20_A,,
31867,GEAHBH2.5_16_25_A,,
31868,GEAHBH2.5_20_25_A,,
31869,GEAHBH2.5_24_25_A,,
31870,GEAHBH2.5_25_25_A,,
31871,GEAHBH2.5_28_25_A,,
31872,GEAHBH2.5_30_25_A,,
31873,GEAHBH2.5_36_25_A,,
31874,GEAHBH2.5_40_25_A,,
31875,GEAHBH2.5_45_25_A,,
31876,GEAHBH2.5_48_25_A,,
31877,GEAHBH2.5_50_25_A,,
31878,GEAHBH3.0_16_30_A,,
31879,GEAHBH3.0_20_30_A,,
31880,GEAHBH3.0_24_30_A,,
31881,GEAHBH3.0_25_30_A,,
31882,GEAHBH3.0_30_30_A,,
31883,GEAHBH3.0_32_30_A,,
31884,GEAHBH3.0_36_30_A,,
31885,GEAHBH3.0_40_30_A,,
31886,GEAHBH1.0_18_8_B,,
31887,GEAHBH1.0_20_8_B,,
31888,GEAHBH1.0_22_8_B,,
31889,GEAHBH1.0_24_8_B,,
31890,GEAHBH1.0_25_8_B,,
31891,GEAHBH1.0_26_8_B,,
31892,GEAHBH1.0_28_8_B,,
31893,GEAHBH1.0_30_8_B,,
31894,GEAHBH1.0_32_8_B,,
31895,GEAHBH1.0_35_8_B,,
31896,GEAHBH1.0_36_8_B,,
31897,GEAHBH1.0_40_8_B,,
31898,GEAHBH1.0_45_8_B,,
31899,GEAHBH1.0_48_8_B,,
31900,GEAHBH1.0_50_8_B,,
31901,GEAHBH1.0_60_8_B,,
31902,GEAHBH1.0_70_8_B,,
31903,GEAHBH1.0_80_8_B,,
31904,GEAHBH1.0_100_8_B,,
31905,GEAHBH1.5_15_15_B,,
31906,GEAHBH1.5_16_15_B,,
31907,GEAHBH1.5_18_15_B,,
31908,GEAHBH1.5_20_15_B,,
31909,GEAHBH1.5_24_15_B,,
31910,GEAHBH1.5_25_15_B,,
31911,GEAHBH1.5_26_15_B,,
31912,GEAHBH1.5_28_15_B,,
31913,GEAHBH1.5_30_15_B,,
31914,GEAHBH1.5_32_15_B,,
31915,GEAHBH1.5_35_15_B,,
31916,GEAHBH1.5_36_15_B,,
31917,GEAHBH1.5_40_15_B,,
31918,GEAHBH1.5_45_15_B,,
31919,GEAHBH1.5_48_15_B,,
31920,GEAHBH1.5_50_15_B,,
31921,GEAHBH1.5_60_15_B,,
31922,GEAHBH1.5_70_15_B,,
31923,GEAHBH2.0_15_20_B,,
31924,GEAHBH2.0_16_20_B,,
31925,GEAHBH2.0_18_20_B,,
31926,GEAHBH2.0_20_20_B,,
31927,GEAHBH2.0_22_20_B,,
31928,GEAHBH2.0_24_20_B,,
31929,GEAHBH2.0_25_20_B,,
31930,GEAHBH2.0_28_20_B,,
31931,GEAHBH2.0_30_20_B,,
31932,GEAHBH2.0_32_20_B,,
31933,GEAHBH2.0_36_20_B,,
31934,GEAHBH2.0_40_20_B,,
31935,GEAHBH2.0_45_20_B,,
31936,GEAHBH2.0_48_20_B,,
31937,GEAHBH2.0_50_20_B,,
31938,GEAHBH2.0_60_20_B,,
31939,GEAHBH2.5_16_25_B,,
31940,GEAHBH2.5_20_25_B,,
31941,GEAHBH2.5_24_25_B,,
31942,GEAHBH2.5_25_25_B,,
31943,GEAHBH2.5_28_25_B,,
31944,GEAHBH2.5_30_25_B,,
31945,GEAHBH2.5_36_25_B,,
31946,GEAHBH2.5_40_25_B,,
31947,GEAHBH2.5_45_25_B,,
31948,GEAHBH2.5_48_25_B,,
31949,GEAHBH2.5_50_25_B,,
31950,GEAHBH3.0_16_30_B,,
31951,GEAHBH3.0_20_30_B,,
31952,GEAHBH3.0_24_30_B,,
31953,GEAHBH3.0_25_30_B,,
31954,GEAHBH3.0_30_30_B,,
31955,GEAHBH3.0_32_30_B,,
31956,GEAHBH3.0_36_30_B,,
31957,GEAHBH3.0_40_30_B,,
31958,GEABH1.0_18_8_B,,
31959,GEABH1.0_20_8_B,,
31960,GEABH1.0_22_8_B,,
31961,GEABH1.0_24_8_B,,
31962,GEABH1.0_25_8_B,,
31963,GEABH1.0_26_8_B,,
31964,GEABH1.0_28_8_B,,
31965,GEABH1.0_30_8_B,,
31966,GEABH1.0_32_8_B,,
31967,GEABH1.0_35_8_B,,
31968,GEABH1.0_36_8_B,,
31969,GEABH1.0_40_8_B,,
31970,GEABH1.0_45_8_B,,
31971,GEABH1.0_48_8_B,,
31972,GEABH1.0_50_8_B,,
31973,GEABH1.0_60_8_B,,
31974,GEABH1.0_70_8_B,,
31975,GEABH1.0_80_8_B,,
31976,GEABH1.0_100_8_B,,
31977,GEABH1.5_15_15_B,,
31978,GEABH1.5_16_15_B,,
31979,GEABH1.5_18_15_B,,
31980,GEABH1.5_20_15_B,,
31981,GEABH1.5_24_15_B,,
31982,GEABH1.5_25_15_B,,
31983,GEABH1.5_26_15_B,,
31984,GEABH1.5_28_15_B,,
31985,GEABH1.5_30_15_B,,
31986,GEABH1.5_32_15_B,,
31987,GEABH1.5_35_15_B,,
31988,GEABH1.5_36_15_B,,
31989,GEABH1.5_40_15_B,,
31990,GEABH1.5_45_15_B,,
31991,GEABH1.5_48_15_B,,
31992,GEABH1.5_50_15_B,,
31993,GEABH1.5_60_15_B,,
31994,GEABH1.5_70_15_B,,
31995,GEABH2.0_15_20_B,,
31996,GEABH2.0_16_20_B,,
31997,GEABH2.0_18_20_B,,
31998,GEABH2.0_20_20_B,,
31999,GEABH2.0_22_20_B,,
32000,GEABH2.0_24_20_B,,
32001,GEABH2.0_25_20_B,,
32002,GEABH2.0_28_20_B,,
32003,GEABH2.0_30_20_B,,
32004,GEABH2.0_32_20_B,,
32005,GEABH2.0_36_20_B,,
32006,GEABH2.0_40_20_B,,
32007,GEABH2.0_45_20_B,,
32008,GEABH2.0_48_20_B,,
32009,GEABH2.0_50_20_B,,
32010,GEABH2.0_60_20_B,,
32011,GEABH2.5_16_25_B,,
32012,GEABH2.5_20_25_B,,
32013,GEABH2.5_24_25_B,,
32014,GEABH2.5_25_25_B,,
32015,GEABH2.5_28_25_B,,
32016,GEABH2.5_30_25_B,,
32017,GEABH2.5_36_25_B,,
32018,GEABH2.5_40_25_B,,
32019,GEABH2.5_45_25_B,,
32020,GEABH2.5_48_25_B,,
32021,GEABH2.5_50_25_B,,
32022,GEABH3.0_16_30_B,,
32023,GEABH3.0_20_30_B,,
32024,GEABH3.0_24_30_B,,
32025,GEABH3.0_25_30_B,,
32026,GEABH3.0_30_30_B,,
32027,GEABH3.0_32_30_B,,
32028,GEABH3.0_36_30_B,,
32029,GEABH3.0_40_30_B,,
32030,GEAKBH1.0_18_8_A,,
32031,GEAKBH1.0_20_8_A,,
32032,GEAKBH1.0_22_8_A,,
32033,GEAKBH1.0_24_8_A,,
32034,GEAKBH1.0_25_8_A,,
32035,GEAKBH1.0_26_8_A,,
32036,GEAKBH1.0_28_8_A,,
32037,GEAKBH1.0_30_8_A,,
32038,GEAKBH1.0_32_8_A,,
32039,GEAKBH1.0_35_8_A,,
32040,GEAKBH1.0_36_8_A,,
32041,GEAKBH1.0_40_8_A,,
32042,GEAKBH1.0_45_8_A,,
32043,GEAKBH1.0_48_8_A,,
32044,GEAKBH1.0_50_8_A,,
32045,GEAKBH1.0_60_8_A,,
32046,GEAKBH1.0_70_8_A,,
32047,GEAKBH1.0_80_8_A,,
32048,GEAKBH1.0_100_8_A,,
32049,GEAKBH1.5_15_15_A,,
32050,GEAKBH1.5_16_15_A,,
32051,GEAKBH1.5_18_15_A,,
32052,GEAKBH1.5_20_15_A,,
32053,GEAKBH1.5_24_15_A,,
32054,GEAKBH1.5_25_15_A,,
32055,GEAKBH1.5_26_15_A,,
32056,GEAKBH1.5_28_15_A,,
32057,GEAKBH1.5_30_15_A,,
32058,GEAKBH1.5_32_15_A,,
32059,GEAKBH1.5_35_15_A,,
32060,GEAKBH1.5_36_15_A,,
32061,GEAKBH1.5_40_15_A,,
32062,GEAKBH1.5_45_15_A,,
32063,GEAKBH1.5_48_15_A,,
32064,GEAKBH1.5_50_15_A,,
32065,GEAKBH1.5_60_15_A,,
32066,GEAKBH1.5_70_15_A,,
32067,GEAKBH2.0_15_20_A,,
32068,GEAKBH2.0_16_20_A,,
32069,GEAKBH2.0_18_20_A,,
32070,GEAKBH2.0_20_20_A,,
32071,GEAKBH2.0_22_20_A,,
32072,GEAKBH2.0_24_20_A,,
32073,GEAKBH2.0_25_20_A,,
32074,GEAKBH2.0_28_20_A,,
32075,GEAKBH2.0_30_20_A,,
32076,GEAKBH2.0_32_20_A,,
32077,GEAKBH2.0_36_20_A,,
32078,GEAKBH2.0_40_20_A,,
32079,GEAKBH2.0_45_20_A,,
32080,GEAKBH2.0_48_20_A,,
32081,GEAKBH2.0_50_20_A,,
32082,GEAKBH2.0_60_20_A,,
32083,GEAKBH2.5_16_25_A,,
32084,GEAKBH2.5_20_25_A,,
32085,GEAKBH2.5_24_25_A,,
32086,GEAKBH2.5_25_25_A,,
32087,GEAKBH2.5_28_25_A,,
32088,GEAKBH2.5_30_25_A,,
32089,GEAKBH2.5_36_25_A,,
32090,GEAKBH2.5_40_25_A,,
32091,GEAKBH2.5_45_25_A,,
32092,GEAKBH2.5_48_25_A,,
32093,GEAKBH2.5_50_25_A,,
32094,GEAKBH3.0_16_30_A,,
32095,GEAKBH3.0_20_30_A,,
32096,GEAKBH3.0_24_30_A,,
32097,GEAKBH3.0_25_30_A,,
32098,GEAKBH3.0_30_30_A,,
32099,GEAKBH3.0_32_30_A,,
32100,GEAKBH3.0_36_30_A,,
32101,GEAKBH3.0_40_30_A,,
32102,GEAKBH1.0_18_8_B,,
32103,GEAKBH1.0_20_8_B,,
32104,GEAKBH1.0_22_8_B,,
32105,GEAKBH1.0_24_8_B,,
32106,GEAKBH1.0_25_8_B,,
32107,GEAKBH1.0_26_8_B,,
32108,GEAKBH1.0_28_8_B,,
32109,GEAKBH1.0_30_8_B,,
32110,GEAKBH1.0_32_8_B,,
32111,GEAKBH1.0_35_8_B,,
32112,GEAKBH1.0_36_8_B,,
32113,GEAKBH1.0_40_8_B,,
32114,GEAKBH1.0_45_8_B,,
32115,GEAKBH1.0_48_8_B,,
32116,GEAKBH1.0_50_8_B,,
32117,GEAKBH1.0_60_8_B,,
32118,GEAKBH1.0_70_8_B,,
32119,GEAKBH1.0_80_8_B,,
32120,GEAKBH1.0_100_8_B,,
32121,GEAKBH1.5_15_15_B,,
32122,GEAKBH1.5_16_15_B,,
32123,GEAKBH1.5_18_15_B,,
32124,GEAKBH1.5_20_15_B,,
32125,GEAKBH1.5_24_15_B,,
32126,GEAKBH1.5_25_15_B,,
32127,GEAKBH1.5_26_15_B,,
32128,GEAKBH1.5_28_15_B,,
32129,GEAKBH1.5_30_15_B,,
32130,GEAKBH1.5_32_15_B,,
32131,GEAKBH1.5_35_15_B,,
32132,GEAKBH1.5_36_15_B,,
32133,GEAKBH1.5_40_15_B,,
32134,GEAKBH1.5_45_15_B,,
32135,GEAKBH1.5_48_15_B,,
32136,GEAKBH1.5_50_15_B,,
32137,GEAKBH1.5_60_15_B,,
32138,GEAKBH1.5_70_15_B,,
32139,GEAKBH2.0_15_20_B,,
32140,GEAKBH2.0_16_20_B,,
32141,GEAKBH2.0_18_20_B,,
32142,GEAKBH2.0_20_20_B,,
32143,GEAKBH2.0_22_20_B,,
32144,GEAKBH2.0_24_20_B,,
32145,GEAKBH2.0_25_20_B,,
32146,GEAKBH2.0_28_20_B,,
32147,GEAKBH2.0_30_20_B,,
32148,GEAKBH2.0_32_20_B,,
32149,GEAKBH2.0_36_20_B,,
32150,GEAKBH2.0_40_20_B,,
32151,GEAKBH2.0_45_20_B,,
32152,GEAKBH2.0_48_20_B,,
32153,GEAKBH2.0_50_20_B,,
32154,GEAKBH2.0_60_20_B,,
32155,GEAKBH2.5_16_25_B,,
32156,GEAKBH2.5_20_25_B,,
32157,GEAKBH2.5_24_25_B,,
32158,GEAKBH2.5_25_25_B,,
32159,GEAKBH2.5_28_25_B,,
32160,GEAKBH2.5_30_25_B,,
32161,GEAKBH2.5_36_25_B,,
32162,GEAKBH2.5_40_25_B,,
32163,GEAKBH2.5_45_25_B,,
32164,GEAKBH2.5_48_25_B,,
32165,GEAKBH2.5_50_25_B,,
32166,GEAKBH3.0_16_30_B,,
32167,GEAKBH3.0_20_30_B,,
32168,GEAKBH3.0_24_30_B,,
32169,GEAKBH3.0_25_30_B,,
32170,GEAKBH3.0_30_30_B,,
32171,GEAKBH3.0_32_30_B,,
32172,GEAKBH3.0_36_30_B,,
32173,GEAKBH3.0_40_30_B,,
32174,NEGHN1.0_13,,
32175,NEGHN1.0_15,,
32176,NEGHN1.0_20,,
32177,NEGHN1.0_26,,
32178,NEGHN1.0_30,,
32179,NEGHN1.5_10,,
32180,NEGHN1.5_13,,
32181,NEGHN1.5_15,,
32182,NEGHN1.5_20,,
32183,NEGHN1.5_26,,
32184,NEGHN1.5_30,,
32185,NEGHN2.0_10,,
32186,NEGHN2.0_13,,
32187,NEGHN2.0_15,,
32188,NEGHN2.0_20,,
32189,NEGHN2.0_26,,
32190,NEGHN2.0_30,,
32191,NEGHN2.5_10,,
32192,NEGHN2.5_13,,
32193,NEGHN2.5_15,,
32194,NEGHN2.5_20,,
32195,NEGHN2.5_26,,
32196,NEGHN2.5_30,,
32197,NEGHN3.0_10,,
32198,NEGHN3.0_13,,
32199,NEGHN3.0_15,,
32200,NEGHN3.0_20,,
32201,NEGHN3.0_26,,
32202,NEGHN3.0_30,,
